title,link,date
Netanyahu says Israeli team to travel to Cairo for Gaza ceasefire talks,https://english.news.cn/20250217/8715219103dc4288af6b524f45a1596e/c.html,2025-02-17 01:48:30
Bahrain conducts 1st CRISPR-based sickle cell treatment outside U.S.,https://english.news.cn/20250217/741e81f515784719a41bb6f7700185e0/c.html,2025-02-17 01:22:45
Urgent: Netanyahu says Israeli team to travel to Cairo for Gaza ceasefire talks,https://english.news.cn/20250217/4c9881dfc9404534b17694dd025eb500/c.html,2025-02-17 00:51:00
Israeli gov't approves appointment of new military chief,https://english.news.cn/20250216/7bd30cd99f004ac8b38779fcb312c534/c.html,2025-02-16 23:34:30
"Netanyahu, Rubio discuss U.S.-Israel coordination on Gaza, Iran",https://english.news.cn/20250216/162a268fa368447f9c9edfb2fbf6d53e/c.html,2025-02-16 22:42:45
"Israeli forces open fire in S. Lebanon, killing 1",https://english.news.cn/20250216/87bc6b86536743f48f5206bb2ea55daa/c.html,2025-02-16 21:59:45
Israel launches cybersecurity week to boost public awareness,https://english.news.cn/20250216/649825b8472841c2b533d61419a73c3f/c.html,2025-02-16 21:37:45
Israel receives shipment of U.S. heavy bombs after delivery ban lifted,https://english.news.cn/20250216/3bcfeacdae6847a2a8d6e28f5b73426f/c.html,2025-02-16 19:37:15
Israeli airstrike kills 3 police officers in southern Gaza,https://english.news.cn/20250216/44d06bafa7c94f56a69ee6b3348007f3/c.html,2025-02-16 18:44:15
"Tehran ""indirectly"" in contact with Damascus: Iranian diplomat",https://english.news.cn/20250216/c387ca01753048649e07dea70c9ea50d/c.html,2025-02-16 14:36:16
"Iranian, Lebanese FMs discuss resolution of ""snag"" in Tehran-Beirut flights",https://english.news.cn/20250216/4a7513b511e24c1d94cc071f9ff744b2/c.html,2025-02-16 14:03:15
"2 killed, 4 injured in Israeli airstrike in S. Lebanon",https://english.news.cn/20250216/d2b7e9bc23dc488d87c0fd6e6f291bd3/c.html,2025-02-16 03:47:30
China expects Gaza ceasefire agreement to be effectively implemented: FM,https://english.news.cn/20250216/79fd5856263740c7973d480377bd0b72/c.html,2025-02-16 03:18:30
Iran targets 2 bln USD in annual free trade zone exports,https://english.news.cn/20250215/d282323849c346ffa33b4b4e8fc1c042/c.html,2025-02-15 22:37:45
3 Israeli hostages freed in exchange for 369 Palestinians prisoners,https://english.news.cn/20250215/774c369af4354297818c843ee6c180f1/c.html,2025-02-15 21:41:45
Lebanese president condemns UN convoy attack,https://english.news.cn/20250215/61c9ca9465df41428f7aecf65d6b9db0/c.html,2025-02-15 20:03:30
Palestinian armed groups hand over 3 Israeli hostages to Red Cross,https://english.news.cn/20250215/d02381e4777c4c6db53c738f8714cfef/c.html,2025-02-15 19:24:00
369 Palestinian prisoners released from Israeli jails: Palestinian sources,https://english.news.cn/20250215/bd3434b8009c4cf792181d69668618ec/c.html,2025-02-15 18:55:45
Palestinian militants hand over 3 Israeli hostages to Red Cross,https://english.news.cn/20250215/39b196d030d94d9286e7d8e431dafe14/c.html,2025-02-15 18:51:15
3 Israeli hostages released in Gaza arrive in Israel,https://english.news.cn/20250215/17bc5cfb75f247eb9edd20118ab4c95c/c.html,2025-02-15 18:39:00
"Hamas, Palestinian Islamic Jihad hand over 3 hostages to Red Cross",https://english.news.cn/20250215/33c29181a1c84a9cbc4e97c6ed56746a/c.html,2025-02-15 16:16:30
"FLASH: HAMAS, PALESTINIAN ISLAMIC JIHAD HAND OVER 3 ISRAELI HOSTAGES TO RED CROSS",https://english.news.cn/20250215/0964f69372484ec491b381a0eaf4d31f/c.html,2025-02-15 16:08:15
Palestinian armed groups prepare for Israeli hostage handover,https://english.news.cn/20250215/e098e4ee13334c46bf6db5b3a41a9da4/c.html,2025-02-15 15:33:45
Red Cross to receive 3 Israeli hostages from Gaza,https://english.news.cn/20250215/74833d04390f4483a4a3c04599ec879e/c.html,2025-02-15 15:17:45
Palestinian armed groups prepare for hostages-prisoners swap with Israel,https://english.news.cn/20250215/d29c7aa42d454b77a96402b8a6fc6d23/c.html,2025-02-15 14:32:00
"Senior UN peacekeeping officer injured, vehicles torched in Beirut",https://english.news.cn/20250215/b3c7dd1684dd4fd0a6d907361fde9655/c.html,2025-02-15 04:50:15
"Jewish settlers attack Palestinian family in West Bank, injuring 4: report",https://english.news.cn/20250215/43cea5ab0ded40bd9bf3e1bd4505fb63/c.html,2025-02-15 04:43:15
Former Lebanese PM Hariri announces political comeback,https://english.news.cn/20250215/a23af15fb814439eb13b0b97f35d3651/c.html,2025-02-15 03:59:30
"1 killed, 5 injured in bomb explosion in central Iraq",https://english.news.cn/20250215/5d2438cc29c64dabbc5a218eb5232428/c.html,2025-02-15 03:01:00
"Forced displacement in Gaza ""pure brutality"": Erdogan",https://english.news.cn/20250215/3fc412ff22814b19908e030872163505/c.html,2025-02-15 02:29:45
Iran condemns Israel for disrupting air route to Lebanon,https://english.news.cn/20250215/244025c2db1d4915987dae6f9f7a8461/c.html,2025-02-15 01:51:45
Istanbul's Topkapi Palace to open large new museum for rare porcelain collection,https://english.news.cn/20250215/0e42c467a2d94765a1521e297b59dd91/c.html,2025-02-15 01:25:00
"Egypt, Malaysia affirm rejection of displacing Palestinians",https://english.news.cn/20250215/c3025f56dbd34756b4587ccff3c4613b/c.html,2025-02-15 00:49:33
Iran condemns deadly bomb attack in SW Pakistan,https://english.news.cn/20250215/a8cf8b5103994d9e83150468095269fc/c.html,2025-02-15 00:14:15
"Saudi Arabia welcomes possible meeting between U.S., Russian presidents in kingdom",https://english.news.cn/20250214/9a7cbfb85c9c4133899d58543ad359ca/c.html,2025-02-14 23:00:30
"3 Israeli hostages, 369 Palestinian prisoners to be released Saturday: official, media sources",https://english.news.cn/20250214/8cb6e6c5aee645a5910d4d05fa1cfe5c/c.html,2025-02-14 22:20:45
"Iran rejects U.S. accusation of funding, arming Yemen's Houthis",https://english.news.cn/20250214/57c715f1cbdc40cd8c84a0217144aaeb/c.html,2025-02-14 21:12:30
Letter from Mideast: Lost in chaos -- Navigating life and hope in shadow of war,https://english.news.cn/20250214/6a51d8cd17774cebb2a71d4e8787f248/c.html,2025-02-14 14:28:00
Paris conference on Syria voices support for Syria's transition,https://english.news.cn/20250214/bbddf2f5038e49419f4d36275ace0d09/c.html,2025-02-14 10:36:15
Israeli military says struck Hezbollah targets in S. Lebanon,https://english.news.cn/20250214/3c52f46e009d4a379605d8f3d85baa02/c.html,2025-02-14 06:10:00
No injuries reported as U.S. Navy aircraft carrier collides with merchant vessel near Egypt,https://english.news.cn/20250214/43f04b2a2507451f9f8672ad4f23cef0/c.html,2025-02-14 02:35:45
Iraq condemns car-ramming incident in Munich,https://english.news.cn/20250214/d014078a5c364e6fb5a96260950b0dcc/c.html,2025-02-14 04:25:00
"Over 825,000 displaced Syrians return to their homes: UN",https://english.news.cn/20250214/afd5e10de8b04785bd1bce2ca4095a36/c.html,2025-02-14 03:53:30
Lebanon rejects Israeli demand to stay in 5 southern locations beyond ceasefire deadline,https://english.news.cn/20250214/d032d840e24b460eba32dac8d0285d08/c.html,2025-02-14 03:31:00
Türkiye's 1st homegrown multirole chopper passes cold climate tests,https://english.news.cn/20250214/73e8944bda5540ca8f18e08e44564790/c.html,2025-02-14 03:14:30
14-year-old Palestinian killed in Israeli rocket explosion in C. Gaza,https://english.news.cn/20250214/859b96a9d5de4e0d9a8c3043de70d493/c.html,2025-02-14 03:02:00
Israel strikes Gaza after failed rocket launch: military,https://english.news.cn/20250214/8bf4ac0347e04ebabeaacb032f82c13a/c.html,2025-02-14 02:56:15
"452 wounded, sick people leave Gaza in 12 days: Hamas",https://english.news.cn/20250214/02b69767c7e24438995bd18f3d5b0f66/c.html,2025-02-14 02:24:45
"Houthi leader says to launch attacks against U.S., Israel if Palestinians forced out of Gaza",https://english.news.cn/20250214/ad73bfb52a314b4ea85be64d7c0de15b/c.html,2025-02-14 02:13:00
"Israeli, German researchers discover unique properties of 4D crystals",https://english.news.cn/20250214/215a13cbdb1e43ca8a1888e5f58de7b3/c.html,2025-02-14 00:28:30
Preparations underway for Syria's National Dialogue Conference: officials,https://english.news.cn/20250213/f3cf1986acdd49688bf84fe5ddc175a6/c.html,2025-02-13 23:29:15
Feature: Gazans find treatment in Egypt after collapse of healthcare system,https://english.news.cn/20250213/ee00f5a2f49c4bd9a09a3c97479e2bfd/c.html,2025-02-13 23:19:45
Explainer: The economic challenges stifling Syria's reconstruction efforts,https://english.news.cn/20250213/0a66ae13a31a4310861c0a0003e7bd59/c.html,2025-02-13 21:36:00
"UAE leverages BRICS membership to boost global trade resilience, infrastructure development",https://english.news.cn/20250213/de448b5178484d41a6e59e32bbb98134/c.html,2025-02-13 19:53:45
Netanyahu's office denies reports of breakthrough in Gaza ceasefire crisis,https://english.news.cn/20250213/596dbe600a7d477d9e43668e2b2ad433/c.html,2025-02-13 19:20:16
Hamas says to implement Gaza ceasefire agreement with Israel as agreed,https://english.news.cn/20250213/480bb04ebb9048dd90f9299ad3d74ad3/c.html,2025-02-13 19:12:00
Hamas says to implement ceasefire agreement,https://english.news.cn/20250213/f84e8bc0cc574d8494977b85eb56ef69/c.html,2025-02-13 18:07:15
Israel mobilizes reservists as concerns grow over fragile Gaza ceasefire,https://english.news.cn/20250213/8dd323a3485d4f099aeeac95184bd416/c.html,2025-02-13 13:15:31
"China, Kuwait mark 60th anniversary of former Kuwaiti emir's landmark China visit",https://english.news.cn/20250213/6e6632998eb245578734e30b6b17ec8d/c.html,2025-02-13 06:18:00
Hamas says in talks with mediators to implement Gaza ceasefire,https://english.news.cn/20250213/806e429a97af482e991f5488200c6f4a/c.html,2025-02-13 04:20:30
5 Yemeni soldiers killed in clashes with Houthis in oil-rich province: source,https://english.news.cn/20250213/1df4a8978321457e95c171a9a33c3295/c.html,2025-02-13 05:28:45
Chinese culture on display at Lantern Festival celebration in Jordanian capital,https://english.news.cn/20250213/62273ace7ec841d4bc57f08c71f5d025/c.html,2025-02-13 05:16:00
"Mideast in Pictures: ""Souk Wonders"" brings immersive indoor market experience to Saudis",https://english.news.cn/20250213/e4d81fad52f74e7dbee71ccc5c95a228/c.html,2025-02-13 03:34:30
Türkiye detains 40 suspects in narco-terror operations: report,https://english.news.cn/20250213/882d1f1846ac45e4930521280c9c54e9/c.html,2025-02-13 03:31:00
Portuguese FM affirms support for Lebanon,https://english.news.cn/20250213/e2282634c4114d9296af99404638a155/c.html,2025-02-13 02:45:30
Lebanese officials deny reports of ceasefire extension with Israel,https://english.news.cn/20250213/635f169c5f5e4b8cb67edb7cfdeeea3b/c.html,2025-02-13 02:41:15
"Israel to invest 28 mln USD in sustainable aviation fuel, smart communication research",https://english.news.cn/20250213/76630c0f7a234bda9ba3de54a9591243/c.html,2025-02-13 02:36:15
Iranian president slams U.S. policy of pressure-cum-negotiation,https://english.news.cn/20250213/238ba4de28324c82b4cc220ebf13e958/c.html,2025-02-13 02:17:00
Iranian president says willing to strengthen ties with Turkmenistan,https://english.news.cn/20250213/27528ee200d040d7aacf72f1bbc2b9dc/c.html,2025-02-13 01:59:15
Palestinian Islamic Jihad says swap deal only way to release Israeli hostages,https://english.news.cn/20250213/246ad781c0ac4cf2a7ae94b48529737a/c.html,2025-02-13 01:01:00
5 IS militants killed in airstrike in W. Iraq,https://english.news.cn/20250213/429c7a1f50194bba918be7a31a0007f5/c.html,2025-02-13 00:59:15
Israeli defense minister warns of renewed war if Hamas doesn't release hostages,https://english.news.cn/20250213/574e52be784b4b9592fc01bd6bf5557a/c.html,2025-02-13 00:57:45
Israeli troops to remain in S. Lebanon despite withdrawal deadline: spokesman,https://english.news.cn/20250213/d833cd7f40f94a3d89465fb5084cf2ec/c.html,2025-02-13 00:26:15
"UAE, U.S. discuss latest developments in Middle East",https://english.news.cn/20250212/07405b90589d43b0b473a8cd790c7fb9/c.html,2025-02-12 23:55:16
Study links DNA traits to risk level for smoking-related cancer,https://english.news.cn/20250212/30caf8cf4c864dc884bec26c2e70916a/c.html,2025-02-12 23:50:30
Hamas delegation arrives in Cairo to follow up on Gaza ceasefire deal,https://english.news.cn/20250212/e32d4635e2dc4eceaf2aa86be31658c4/c.html,2025-02-12 22:40:00
Palestinian territories not for sale: president,https://english.news.cn/20250212/7533eee0f2de4641aca59b0a886678ba/c.html,2025-02-12 22:53:01
Egyptian president postpones planned visit to Washington till further notice: media,https://english.news.cn/20250212/53493848be944eefbad26a28f67ecd4a/c.html,2025-02-12 23:00:15
"Roundup: Palestinian killed, Israeli soldier injured in clashes in N. West Bank",https://english.news.cn/20250212/45bf63149b604be997fe867ded9c42b2/c.html,2025-02-12 23:08:30
"Heavy snowfall affects traffic, schools across Türkiye: media",https://english.news.cn/20250212/d37d4a7cd28947ce88aeb66c7168281f/c.html,2025-02-12 23:08:00
"1 killed, 1 seriously wounded by Israeli attack in S. Gaza: sources",https://english.news.cn/20250212/7ebacf834dd645799ac9c733d96fed2b/c.html,2025-02-12 22:02:00
Researchers discover how Earth's early cycles shape chemistry of life,https://english.news.cn/20250212/a59ed97491134c33bed88e9338d4650c/c.html,2025-02-12 21:55:00
Israel raises 5 bln USD from int'l treasury bond sale,https://english.news.cn/20250212/6a9c45dfc64d442392fda572344efb3e/c.html,2025-02-12 21:48:30
Gulf economies to grow 3.4 pct in 2025: World Bank,https://english.news.cn/20250212/0713362f4a8a4888b7c2adf1ee79e5bf/c.html,2025-02-12 21:34:45
Hamas delegation arrives in Cairo to follow up on Gaza ceasefire deal,https://english.news.cn/20250212/e3ab5e1a3f6d40a08e53e919fcd29a7f/c.html,2025-02-12 20:59:45
Syria's interim FM says new gov't to be formed in March,https://english.news.cn/20250212/e70142366b4e4ad9b9822090920e366f/c.html,2025-02-12 20:53:15
2 IS militants killed in airstrike in N. Iraq,https://english.news.cn/20250212/9b43d6ea5afa48b1987c9f4d032e49e3/c.html,2025-02-12 19:58:00
"Jordan to take in 2,000 sick Gaza children, opposes displacing Palestinians: PM",https://english.news.cn/20250212/50bb0259b0d245d78ee6184b0451404b/c.html,2025-02-12 19:47:00
Israel threatens to end ceasefire if hostages not released,https://english.news.cn/20250212/a6ea7d0bd29046f294a53ca92e9244fc/c.html,2025-02-12 15:13:47
Tehran Int'l tourism exhibition opens,https://english.news.cn/20250212/d095a8417a454bfaaa4968b1a7c92c95/c.html,2025-02-12 13:29:45
Jordan king rejects displacement of Palestinians in meeting with Trump,https://english.news.cn/20250212/264273b82c87407c9f8048a26a6fd582/c.html,2025-02-12 11:47:00
Egypt to unveil Gaza rebuilding plan without relocation,https://english.news.cn/20250212/476f704851b6457bb5f6561c24d48999/c.html,2025-02-12 10:01:15
Hamas blames Israel for violating Gaza ceasefire agreement,https://english.news.cn/20250212/967b00195d014b8996fdba258ff8bc5b/c.html,2025-02-12 05:52:30
"Urgent: Israeli Cabinet ministers ""support"" Trump's Gaza takeover plan",https://english.news.cn/20250211/5f27e8f3251d426cbc67fec1ec89f314/c.html,2025-02-11 23:58:45
Roundup: Gaza ceasefire to end if hostages not returned by Saturday: Israeli PM,https://english.news.cn/20250212/22a6bfa1b79d4eeab1fb15619b6884a6/c.html,2025-02-12 02:09:00
Israel begins building new settlement in West Bank's Bethlehem,https://english.news.cn/20250212/9ada1becd6b4417aaaac8314166aecbc/c.html,2025-02-12 05:43:30
"Interview: 270,000 Syrian refugees return since Assad's ouster, more expected: UNHCR official",https://english.news.cn/20250212/c9211db2e17040ceb5e97fc935839a61/c.html,2025-02-12 05:29:16
"Ceasefire allows hike in Gaza aid, but Israeli operations in West Bank curtail relief: UN",https://english.news.cn/20250212/1640413790ea4c579f36009fc3e3f076/c.html,2025-02-12 04:56:30
"Resumption of hostilities in Gaza must be avoided ""at all costs"": UN chief",https://english.news.cn/20250212/3f37efdff5234e7d832cb46255e9a914/c.html,2025-02-12 04:17:45
Syria's northeastern refugee camp sees first voluntary repatriation of 58 families,https://english.news.cn/20250212/261d10f87c394a0fa265ba6eeae0d878/c.html,2025-02-12 03:02:30
"Iraq retrieves antiquities from Switzerland, Japan",https://english.news.cn/20250212/01b86636fe0c4d63acc283a421607da8/c.html,2025-02-12 00:51:15
"China selected as ""focus country"" for 10th Istanbul Publishing Fellowship",https://english.news.cn/20250211/c2cc50e6319d4cdab755052dd765eca1/c.html,2025-02-11 23:45:15
Yemen's Houthi leader warns of military action if Gaza ceasefire fails,https://english.news.cn/20250211/00626e7d6dd848648057e08351b680cb/c.html,2025-02-11 23:29:30
"Iran, Oman discuss promoting military ties",https://english.news.cn/20250211/2cf0d9c7314d47d69f4e99f75b8526ac/c.html,2025-02-11 23:21:00
"Belarus, Hungary express solidarity with Lebanon's new leadership",https://english.news.cn/20250211/71e1b5ef8dcc4c3986c2f4e3555b7d5d/c.html,2025-02-11 23:08:30
Jordan reaffirms commitment to voluntary return of Syrian refugees,https://english.news.cn/20250211/7c925c5f07554a438632317d81738cbc/c.html,2025-02-11 23:08:00
92 killed in Israeli strikes on Gaza since truce begins: health authorities,https://english.news.cn/20250211/8021a63a124941579414dd19ef116081/c.html,2025-02-11 22:21:00
Bangladesh's election commission prepares for national election in December,https://english.news.cn/20250211/3aad83dc88be4238895834f0ded0a372/c.html,2025-02-11 22:12:45
"Egypt, Denmark call for Gaza reconstruction without displacing Palestinians",https://english.news.cn/20250211/63472bdd2ce44c22b610bbda30481ee5/c.html,2025-02-11 21:34:30
2 IS militants killed in airstrike in central Iraq,https://english.news.cn/20250211/d8a8d1782cb943d4b7b4ee42e6c9cabf/c.html,2025-02-11 21:05:15
"Strong winds, snow cause flight cancellations in Japan's Hokkaido",https://english.news.cn/20250211/80c1f7b534584114a1500f374c052d01/c.html,2025-02-11 20:53:00
"Iran, Turkmenistan to boost energy, transportation cooperation",https://english.news.cn/20250211/8f96193b82a6402f8b1df19ab3152ec0/c.html,2025-02-11 14:52:00
"Iranian, Saudi Arabian FMs condemn plan of relocating Gazans",https://english.news.cn/20250211/089e7f649c9e4aa3a2a29f62f9258572/c.html,2025-02-11 11:25:45
Roundup: Israel orders military readiness as Hamas says to delay hostage release,https://english.news.cn/20250211/eaf9331a4c00424ba78662cadaeb0b73/c.html,2025-02-11 02:25:00
Egypt calls for united global effort to resolve Palestinian issue,https://english.news.cn/20250211/de5758b1a5094889800f63c944f41c12/c.html,2025-02-11 05:13:30
"Syrian border forces clash with ""smuggling groups"" near Lebanese border: report",https://english.news.cn/20250211/6c6acc885f4340fd9ec2cdb27e738553/c.html,2025-02-11 05:07:15
Syria's Al-Sharaa says thousands join new army after former government's collapse,https://english.news.cn/20250211/585c374e9d2c4ed0b992e908a539a855/c.html,2025-02-11 05:01:00
UNRWA chief urges support for agency's role in Gaza ceasefire implementation,https://english.news.cn/20250211/952e8621a6bb4fa0b6d1febdb7f0f0ef/c.html,2025-02-11 04:57:00
Roundup: Art exhibition at Grand Egyptian Museum showcases creativity of Arab artists,https://english.news.cn/20250211/db098d46c5424d06ae8c144ee2c3f008/c.html,2025-02-11 04:44:30
Lebanon condemns Netanyahu's proposal for Palestinian state on Saudi land,https://english.news.cn/20250211/153027f3c8554181a6616688867f3dfc/c.html,2025-02-11 04:39:00
UN suspends operations in Houthi-controlled Yemen's Sa'ada,https://english.news.cn/20250211/e819fa05f717406fb04b092bd7540426/c.html,2025-02-11 04:07:45
80-mln-USD deal signed in Ramallah to facilitate Gaza reconstruction,https://english.news.cn/20250211/b08e098060064759b381c757ab8317a8/c.html,2025-02-11 03:44:00
Roundup: Türkiye signals cautious approach on rate cuts amid inflation concerns,https://english.news.cn/20250211/67dc43b6b7844bf48f204fc1fab52d1c/c.html,2025-02-11 03:27:45
China Harbour's moduling building factory begins operations in Saudi Arabia,https://english.news.cn/20250211/cee676946968422ca1c53b557cce8560/c.html,2025-02-11 02:41:30
"Palestine announces end to payments for families of prisoners, martyrs, wounded",https://english.news.cn/20250211/c02b97f6ca3649e1b22f95dc2c73843b/c.html,2025-02-11 02:35:45
